field_name,occurrence_count,types,tables,positions,option_values
高阶转名额,13,select:13,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#15; ✅✅136-WHOLE-MASTERLIST【基础-高四】#73; ✅✅136-旧Backlog【基础-高四】#57; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#119; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#90; 🖊️🖊️136-基础FINAL MASTERLIST#25; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#130; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#41; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#18; 🖊️-136-高阶一-FINAL MASTERLIST#124; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#9; 🖊️-136-高阶二-Final Masterlist.#30; 🖊️-136-高阶二-【高阶二Backlog】Bible#138,"27/10- 275mbb
19/10- 5000mbb
21/10- Evonne Chong Kar Yan500转给Lim Chun Kit
9/10- Shirlyn Lai500转给Evonne Chong Kar Yan; 高阶已消耗; 高阶已退款"
【基础】Tax invoice name,12,text:10; formula:2,✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136-WHOLE-MASTERLIST【基础-高四】#84; ✅✅136-旧Backlog【基础-高四】#53; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#137; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#136; 🖊️🖊️136-基础FINAL MASTERLIST#92; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#3; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#29; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#20; 🖊️-136-高阶一-FINAL MASTERLIST#84; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#138; 🖊️-136-高阶二-Final Masterlist.#24; 🖊️-136-高阶二-【高阶二Backlog】Bible#21,
基础C1-4信息/Account Check,12,select:12,✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136-WHOLE-MASTERLIST【基础-高四】#33; ✅✅136-旧Backlog【基础-高四】#79; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#51; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#4; 🖊️🖊️136-基础FINAL MASTERLIST#24; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#112; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#46; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#64; 🖊️-136-高阶一-FINAL MASTERLIST#42; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#139; 🖊️-136-高阶二-Final Masterlist.#112; 🖊️-136-高阶二-【高阶二Backlog】Bible#88,Nana 已确认; 已发出; 已回复
学员/教练,12,select:12,✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136-WHOLE-MASTERLIST【基础-高四】#76; ✅✅136-旧Backlog【基础-高四】#51; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#121; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#30; 🖊️🖊️136-基础FINAL MASTERLIST#38; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#33; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#106; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#118; 🖊️-136-高阶一-FINAL MASTERLIST#50; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#17; 🖊️-136-高阶二-Final Masterlist.#118; 🖊️-136-高阶二-【高阶二Backlog】Bible#47,学员; 教练
高阶五已经课室,12,select:12,✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136-WHOLE-MASTERLIST【基础-高四】#77; ✅✅136-旧Backlog【基础-高四】#77; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#103; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#41; 🖊️🖊️136-基础FINAL MASTERLIST#20; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#124; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#133; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#4; 🖊️-136-高阶一-FINAL MASTERLIST#24; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#126; 🖊️-136-高阶二-Final Masterlist.#119; 🖊️-136-高阶二-【高阶二Backlog】Bible#9,MP18; MP19; MP20
高阶付费方式_1,12,select:12,✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136-WHOLE-MASTERLIST【基础-高四】#86; ✅✅136-旧Backlog【基础-高四】#58; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#13; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#55; 🖊️🖊️136-基础FINAL MASTERLIST#52; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#122; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#12; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#73; 🖊️-136-高阶一-FINAL MASTERLIST#83; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#104; 🖊️-136-高阶二-Final Masterlist.#116; 🖊️-136-高阶二-【高阶二Backlog】Bible#8,0; 10000; 10149; 10694; 10964; 11964; 12800; 13800; 13904; 16904; 16954; 50; BOLDPAY; Boldpay; CASH; CC; Cash; Cheque; Credit Card; Deposit Transfer; Online Banking; 中国银行; 支付宝
文字-1,11,text:9; lookup:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#123; ✅✅136教练-NEWBIBLE_（Dcode)#197; ✅✅136-WHOLE-MASTERLIST【基础-高四】#4; ✅✅136-旧Backlog【基础-高四】#85; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#15; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#48; 🖊️🖊️136-基础FINAL MASTERLIST#141; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#1; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#36; 🖊️-136-高阶二-Final Masterlist.#31; 🖊️-136-高阶二-【高阶二Backlog】Bible#41,
文字-2,11,text:9; lookup:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#93; ✅✅136教练-NEWBIBLE_（Dcode)#97; ✅✅136-WHOLE-MASTERLIST【基础-高四】#40; ✅✅136-旧Backlog【基础-高四】#70; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#90; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#82; 🖊️🖊️136-基础FINAL MASTERLIST#103; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#81; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#134; 🖊️-136-高阶二-Final Masterlist.#123; 🖊️-136-高阶二-【高阶二Backlog】Bible#74,
文字-3,11,text:9; lookup:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#43; ✅✅136教练-NEWBIBLE_（Dcode)#75; ✅✅136-WHOLE-MASTERLIST【基础-高四】#6; ✅✅136-旧Backlog【基础-高四】#42; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#30; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#123; 🖊️🖊️136-基础FINAL MASTERLIST#55; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#137; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#14; 🖊️-136-高阶二-Final Masterlist.#56; 🖊️-136-高阶二-【高阶二Backlog】Bible#73,
文字-4,11,text:9; lookup:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#65; ✅✅136教练-NEWBIBLE_（Dcode)#63; ✅✅136-WHOLE-MASTERLIST【基础-高四】#47; ✅✅136-旧Backlog【基础-高四】#82; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#61; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#67; 🖊️🖊️136-基础FINAL MASTERLIST#63; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#36; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#64; 🖊️-136-高阶二-Final Masterlist.#90; 🖊️-136-高阶二-【高阶二Backlog】Bible#25,
文字-5,10,text:10,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#137; ✅✅136-WHOLE-MASTERLIST【基础-高四】#81; ✅✅136-旧Backlog【基础-高四】#66; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#60; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#39; 🖊️🖊️136-基础FINAL MASTERLIST#59; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#17; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#13; 🖊️-136-高阶二-Final Masterlist.#21; 🖊️-136-高阶二-【高阶二Backlog】Bible#79,
文字-6,10,text:10,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#16; ✅✅136-WHOLE-MASTERLIST【基础-高四】#7; ✅✅136-旧Backlog【基础-高四】#30; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#134; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#45; 🖊️🖊️136-基础FINAL MASTERLIST#7; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#97; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#24; 🖊️-136-高阶二-Final Masterlist.#132; 🖊️-136-高阶二-【高阶二Backlog】Bible#38,
教练,6,select:5; text:1,Grade ABC【教练填】; ✅A0-136_高一-10天宣告; ✅A0-136高一-10天宣告; ✅高二工作坊DOE宣告（开班前）; ✅135-高二工作坊DOE宣告（开班前）; 🔥-学员海星个人结果,Grade ABC【教练填】#3; ✅A0-136_高一-10天宣告#7; ✅A0-136高一-10天宣告#4; ✅高二工作坊DOE宣告（开班前）#23; ✅135-高二工作坊DOE宣告（开班前）#24; 🔥-学员海星个人结果#1,伟杰; 佩琪; 健成; 凯哲; 勇胜; 勇鉎; 君霖; 妤芯; 安琪; 川喜; 庆辉; 恺翔; 教练; 显元; 智伟; 智豪; 绍培; 美仪; 致良; 艳琪; 芷莹; 重理; 黎君
SourceID,5,text:5,✅课程报名; ✅A0-136_高一-10天宣告; ✅A0-136高一-10天宣告; ✅高二工作坊DOE宣告（开班前）; ✅135-高二工作坊DOE宣告（开班前）,✅课程报名#1; ✅A0-136_高一-10天宣告#10; ✅A0-136高一-10天宣告#14; ✅高二工作坊DOE宣告（开班前）#8; ✅135-高二工作坊DOE宣告（开班前）#1,
伸展音乐（A),3,text:3,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#55; 🖊️-136-高阶一-FINAL MASTERLIST#114; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#55,
伸展（A),3,text:3,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#54; 🖊️-136-高阶一-FINAL MASTERLIST#119; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#90,
"四摇篮曲 (A,B,C,D)",3,text:3,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#129; 🖊️-136-高阶一-FINAL MASTERLIST#2; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#49,
"团队干部 (A,B,C,D)",3,text:3,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#48; 🖊️-136-高阶一-FINAL MASTERLIST#85; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#2,
字段 2,3,text:2; number:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); 高阶二2Call,✅✅136学员-NEWBIBLE_（Dcode)#8; ✅✅136教练-NEWBIBLE_（Dcode)#159; 高阶二2Call#50,
字段 3,3,text:3,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); 高阶二2Call,✅✅136学员-NEWBIBLE_（Dcode)#116; ✅✅136教练-NEWBIBLE_（Dcode)#105; 高阶二2Call#38,
字段 4,3,text:3,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); 高阶二2Call,✅✅136学员-NEWBIBLE_（Dcode)#88; ✅✅136教练-NEWBIBLE_（Dcode)#100; 高阶二2Call#123,
字段 5,3,text:3,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); 高阶二2Call,✅✅136学员-NEWBIBLE_（Dcode)#51; ✅✅136教练-NEWBIBLE_（Dcode)#5; 高阶二2Call#109,
学员,3,select:2; text:1,✅A0-136_高一-10天宣告; ✅高二工作坊DOE宣告（开班前）; 🔥-学员海星个人结果,✅A0-136_高一-10天宣告#11; ✅高二工作坊DOE宣告（开班前）#14; 🔥-学员海星个人结果#2,何志鸿; 余书忠; 余明康; 倪俊凱; 克李斯; 刘彩婷; 刘运将; 周美怡; 张玉莲; 张玉萍; 张雪莉; 徐思佳; 徐诗佳; 曹雪莉; 曾俊铵; 李绍综; 林咏仪; 林珮颐; 枼淑红; 梁敬雄; 洪以轩; 潘俊铨; 许玮显; 郭明俊; 钱诗莹; 陈嘉乐; 陈培嬿; 陈旺隆; 陈祈佑; 陳鏟戎; 陳鏟戎/昌荣; 黄慧清; 黄招兴
誓约 （A),3,text:3,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#80; 🖊️-136-高阶一-FINAL MASTERLIST#132; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#24,
"高阶一摇篮曲(A,B,C,D)",3,text:3,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.,🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#83; 🖊️-136-高阶一-FINAL MASTERLIST#104; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#57,
Cashflow,2,lookup:1; select:1,总结合; Grade ABC【EMO】,总结合#21; Grade ABC【EMO】#19,收入多于支出; 收入少于支出
Emo期别,2,select:1; lookup:1,Grade ABC【EMO】; 【高二】事业成就表,Grade ABC【EMO】#14; 【高二】事业成就表#11,KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140; KLCP141
Tax invoice name,2,text:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode),✅✅136学员-NEWBIBLE_（Dcode)#128; ✅✅136教练-NEWBIBLE_（Dcode)#83,
Timestamp,2,text:2,Grade ABC【EMO】; Grade ABC【教练填】,Grade ABC【EMO】#10; Grade ABC【教练填】#2,
中心Call时间 （星期几 + 几点am/pm),2,text:2,✅A0-136_高一-10天宣告; ✅A0-136高一-10天宣告,✅A0-136_高一-10天宣告#4; ✅A0-136高一-10天宣告#12,
为何而来？,2,lookup:1; text:1,总结合; Grade ABC【EMO】,总结合#24; Grade ABC【EMO】#3,
为谁而来？,2,lookup:1; text:1,总结合; Grade ABC【EMO】,总结合#2; Grade ABC【EMO】#11,
事业1 - 宣告目标  （数字）,2,number:2,✅高二工作坊DOE宣告（开班前）; ✅135-高二工作坊DOE宣告（开班前）,✅高二工作坊DOE宣告（开班前）#29; ✅135-高二工作坊DOE宣告（开班前）#27,
